LoanStatementID,Accm_Txn_Complete_Time
12673,2022-05-13 07:02:26
12674,2022-05-10 00:44:31
12675,2022-05-09 04:24:39
12676,2022-05-09 00:46:03
12677,2022-05-10 00:21:54
12678,2022-05-13 00:40:04
12679,2022-05-09 15:55:51
12680,2022-05-10 23:32:33
12681,2022-05-11 03:47:11
12682,2022-05-08 22:50:16
12683,2022-05-11 09:23:50
12684,2022-05-13 06:14:04
12685,2022-05-09 13:23:22
12686,2022-05-09 12:53:34
12687,2022-05-12 07:05:18
12688,2022-05-09 07:12:17
12689,2022-05-09 06:37:41
12690,2022-05-09 02:48:41
12691,2022-05-10 04:28:09
12692,2022-05-11 13:43:53
12693,2022-05-10 09:15:51
12694,2022-05-11 11:21:41
12695,2022-05-12 13:28:23
12696,2022-05-11 04:49:17
12697,2022-05-10 19:01:02
12698,2022-05-12 21:38:29
12699,2022-05-09 14:12:09
12700,2022-05-10 18:31:59
12701,2022-05-12 18:30:53
12702,2022-05-12 20:01:59
12703,2022-05-12 01:21:05
12704,2022-05-12 12:28:47
12705,2022-05-09 10:02:08
12706,2022-05-13 08:16:00
12707,2022-05-09 02:27:25
12708,2022-05-10 19:05:18
12709,2022-05-09 12:33:17
12710,2022-05-10 07:55:14
12711,2022-05-10 03:15:16
12712,2022-05-12 02:45:58
12713,2022-05-11 17:43:47
12714,2022-05-11 09:14:26
12715,2022-05-10 05:51:56
12716,2022-05-13 07:42:35
12717,2022-05-09 04:23:15
12718,2022-05-09 02:25:23
12719,2022-05-12 06:01:26
12720,2022-05-10 16:50:37
12721,2022-05-09 09:54:03
12722,2022-05-11 02:17:55
12723,2022-05-09 05:54:31
12724,2022-05-12 18:06:28
12725,2022-05-10 03:46:22
12726,2022-05-10 16:41:56
12727,2022-05-12 19:31:13
12728,2022-05-10 13:22:02
12729,2022-05-12 17:45:33
12730,2022-05-09 16:19:10
12731,2022-05-09 08:59:23
12732,2022-05-09 06:27:46
12733,2022-05-09 15:55:44
12734,2022-05-08 14:07:45
12735,2022-05-12 04:25:10
12736,2022-05-12 22:07:59
12737,2022-05-11 03:09:47
12738,2022-05-11 16:08:29
12739,2022-05-11 15:25:58
12740,2022-05-09 22:16:46
12741,2022-05-09 19:03:28
12742,2022-05-12 18:29:14
12743,2022-05-12 11:42:30
12744,2022-05-10 21:13:05
12745,2022-05-10 22:10:35
12746,2022-05-11 16:32:03
12747,2022-05-12 05:21:08
12748,2022-05-09 10:18:31
12749,2022-05-11 13:41:25
12750,2022-05-12 23:21:50
12751,2022-05-12 23:11:48
12752,2022-05-12 20:11:08
12753,2022-05-11 10:29:02
12754,2022-05-12 20:49:02
12755,2022-05-09 01:40:59
12756,2022-05-13 00:22:54
12757,2022-05-09 11:56:45
12758,2022-05-08 15:59:33
12759,2022-05-13 06:32:58
12760,2022-05-09 21:33:22
12761,2022-05-12 06:58:42
12762,2022-05-11 18:26:10
12763,2022-05-11 03:56:57
12764,2022-05-10 10:00:18
12765,2022-05-12 08:02:32
12766,2022-05-09 19:05:36
12767,2022-05-11 11:37:11
12768,2022-05-10 13:26:28
12769,2022-05-09 03:28:29
12770,2022-05-11 09:58:28
12771,2022-05-10 09:44:49
12772,2022-05-10 07:18:29
12773,2022-05-09 15:55:05
12774,2022-05-08 12:20:17
12775,2022-05-08 18:20:50
12776,2022-05-10 15:22:20
12777,2022-05-11 07:41:40
12778,2022-05-10 18:30:47
12779,2022-05-09 04:48:12
12780,2022-05-11 21:18:25
12781,2022-05-10 07:25:57
12782,2022-05-11 03:27:06
12783,2022-05-08 23:44:25
12784,2022-05-10 00:17:05
12785,2022-05-12 05:49:45
12786,2022-05-08 16:59:28
12787,2022-05-12 22:40:06
12788,2022-05-10 00:10:36
12789,2022-05-10 07:42:03
12790,2022-05-12 08:11:06
12791,2022-05-12 17:02:12
12792,2022-05-10 07:23:14
12793,2022-05-11 23:01:43
12794,2022-05-10 00:16:08
12795,2022-05-13 07:04:24
12796,2022-05-09 00:18:09
12797,2022-05-13 06:47:01
12798,2022-05-12 17:21:50
12799,2022-05-10 07:04:59
12800,2022-05-10 13:31:00
12801,2022-05-12 07:54:55
12802,2022-05-08 16:32:40
12803,2022-05-10 16:23:58
12804,2022-05-11 21:57:21
12805,2022-05-08 16:50:04
12806,2022-05-12 14:10:12
12807,2022-05-10 11:07:06
12808,2022-05-08 12:57:37
12809,2022-05-09 04:42:27
12810,2022-05-10 07:57:21
12811,2022-05-11 23:01:37
12812,2022-05-11 02:16:04
12813,2022-05-10 06:11:13
12814,2022-05-09 20:35:25
12815,2022-05-11 14:22:37
12816,2022-05-12 14:56:33
12817,2022-05-10 04:02:21
12818,2022-05-09 17:53:36
12819,2022-05-11 12:00:13
12820,2022-05-08 14:56:02
12821,2022-05-11 11:32:12
12822,2022-05-12 05:45:30
12823,2022-05-09 19:41:18
12824,2022-05-11 21:11:39
12825,2022-05-09 15:01:42
12826,2022-05-12 16:23:36
12827,2022-05-12 18:14:19
12828,2022-05-09 02:20:47
12829,2022-05-12 07:29:24
12830,2022-05-08 15:41:46
12831,2022-05-12 12:58:46
12832,2022-05-09 08:11:28
12833,2022-05-11 23:22:03
12834,2022-05-09 02:50:39
12835,2022-05-13 01:42:03
12836,2022-05-12 21:03:03
12837,2022-05-12 15:57:13
12838,2022-05-10 10:32:39
12839,2022-05-08 21:50:51
12840,2022-05-09 11:38:53
12841,2022-05-12 16:48:46
12842,2022-05-13 07:34:41
12843,2022-05-12 05:29:17
12844,2022-05-11 17:51:01
12845,2022-05-10 23:29:23
12846,2022-05-11 01:35:24
12847,2022-05-08 18:02:26
12848,2022-05-11 18:57:56
12849,2022-05-11 18:07:24
12850,2022-05-10 10:19:54
12851,2022-05-10 15:17:08
12852,2022-05-13 04:02:49
12853,2022-05-10 20:30:37
12854,2022-05-11 04:52:58
12855,2022-05-12 15:02:48
12856,2022-05-10 21:06:04
12857,2022-05-09 19:29:27
12858,2022-05-09 10:09:37
12859,2022-05-12 15:02:36
12860,2022-05-08 17:25:09
12861,2022-05-11 06:29:53
12862,2022-05-11 16:49:00
12863,2022-05-09 02:04:45
12864,2022-05-13 07:19:43
12865,2022-05-12 14:10:47
12866,2022-05-09 18:09:34
12867,2022-05-12 16:08:18
12868,2022-05-09 21:40:36
12869,2022-05-13 06:31:03
12870,2022-05-09 07:39:14
12871,2022-05-11 20:21:08
12872,2022-05-10 02:29:22
12873,2022-05-10 11:20:11
12874,2022-05-12 21:11:03
12875,2022-05-11 18:04:23
12876,2022-05-09 07:24:55
12877,2022-05-12 04:31:02
12878,2022-05-12 02:20:03
12879,2022-05-12 11:14:37
12880,2022-05-12 00:26:22
12881,2022-05-11 20:04:43
12882,2022-05-11 13:57:29
12883,2022-05-11 13:14:47
12884,2022-05-09 03:45:26
12885,2022-05-12 01:38:15
12886,2022-05-10 13:46:18
12887,2022-05-11 22:31:14
12888,2022-05-10 08:48:18
12889,2022-05-13 00:40:25
12890,2022-05-09 12:08:36
12891,2022-05-13 08:50:07
12892,2022-05-10 10:45:54
12893,2022-05-08 19:05:18
12894,2022-05-09 16:07:53
12895,2022-05-11 00:43:50
12896,2022-05-09 12:18:05
12897,2022-05-10 14:03:41
12898,2022-05-09 13:54:29
12899,2022-05-12 10:21:00
12900,2022-05-10 20:43:21
12901,2022-05-09 11:37:28
12902,2022-05-13 00:16:59
12903,2022-05-09 22:07:39
12904,2022-05-11 08:03:57
12905,2022-05-08 19:43:09
12906,2022-05-11 08:11:44
12907,2022-05-08 15:16:00
12908,2022-05-11 01:22:39
12909,2022-05-09 21:10:42
12910,2022-05-11 05:03:12
12911,2022-05-13 06:29:01
12912,2022-05-09 14:29:49
12913,2022-05-08 22:41:47
12914,2022-05-09 02:32:03
12915,2022-05-12 07:22:36
12916,2022-05-08 12:16:19
12917,2022-05-09 08:15:34
12918,2022-05-08 14:02:03
12919,2022-05-08 21:32:09
12920,2022-05-13 08:18:20
12921,2022-05-11 16:49:32
12922,2022-05-09 17:53:07
12923,2022-05-11 16:19:35
12924,2022-05-12 03:31:24
12925,2022-05-10 06:18:51
12926,2022-05-10 11:24:28
12927,2022-05-09 03:47:41
12928,2022-05-12 02:21:11
12929,2022-05-13 02:09:12
12930,2022-05-12 19:24:24
12931,2022-05-11 07:33:53
12932,2022-05-11 13:04:45
12933,2022-05-09 14:48:54
12934,2022-05-12 04:17:39
12935,2022-05-08 14:18:14
12936,2022-05-12 18:28:40
12937,2022-05-11 15:16:40
12938,2022-05-09 16:06:40
12939,2022-05-13 06:07:54
12940,2022-05-09 00:38:53
12941,2022-05-12 08:11:31
12942,2022-05-12 15:44:02
12943,2022-05-09 03:57:24
12944,2022-05-12 09:50:49
12945,2022-05-10 18:46:11
12946,2022-05-12 18:00:03
12947,2022-05-13 04:42:44
12948,2022-05-09 00:52:10
12949,2022-05-12 23:18:01
12950,2022-05-11 01:49:34
12951,2022-05-12 00:04:27
12952,2022-05-10 07:23:50
12953,2022-05-12 08:21:28
12954,2022-05-10 18:41:47
12955,2022-05-10 08:15:45
12956,2022-05-12 01:30:45
12957,2022-05-12 08:43:31
12958,2022-05-09 19:30:54
12959,2022-05-08 21:52:35
12960,2022-05-09 04:58:58
12961,2022-05-08 16:54:37
12962,2022-05-09 09:48:39
12963,2022-05-09 12:48:42
12964,2022-05-08 13:29:27
12965,2022-05-10 16:59:38
12966,2022-05-13 07:31:28
12967,2022-05-09 02:41:22
12968,2022-05-10 04:00:55
12969,2022-05-10 05:40:38
12970,2022-05-10 05:46:21
12971,2022-05-08 20:32:07
12972,2022-05-11 15:32:06
12973,2022-05-12 02:53:07
12974,2022-05-12 15:00:27
12975,2022-05-11 14:19:12
12976,2022-05-09 01:08:43
12977,2022-05-08 22:10:07
12978,2022-05-09 13:05:28
12979,2022-05-10 03:46:42
12980,2022-05-12 05:58:16
12981,2022-05-08 20:49:29
12982,2022-05-08 14:49:17
12983,2022-05-10 00:44:16
12984,2022-05-09 10:15:42
12985,2022-05-08 19:22:16
12986,2022-05-10 08:14:49
12987,2022-05-10 04:51:39
12988,2022-05-12 07:27:30
12989,2022-05-12 17:57:48
12990,2022-05-12 07:14:47
12991,2022-05-13 04:00:00
12992,2022-05-10 05:45:20
12993,2022-05-12 12:37:31
12994,2022-05-12 06:56:23
12995,2022-05-12 10:43:31
12996,2022-05-09 17:32:32
12997,2022-05-11 16:23:07
12998,2022-05-08 20:41:09
12999,2022-05-12 14:50:14
13000,2022-05-09 14:26:21
13001,2022-05-09 19:28:21
13002,2022-05-10 11:54:02
13003,2022-05-10 07:05:59
13004,2022-05-13 08:46:16
13005,2022-05-10 22:37:49
13006,2022-05-08 13:11:41
13007,2022-05-10 05:15:23
13008,2022-05-11 08:24:45
13009,2022-05-09 00:11:48
13010,2022-05-09 19:47:23
13011,2022-05-11 13:18:23
13012,2022-05-08 23:30:50
13013,2022-05-11 03:33:25
13014,2022-05-08 19:28:30
13015,2022-05-10 08:15:42
13016,2022-05-10 23:59:01
13017,2022-05-10 07:11:21
13018,2022-05-11 14:35:02
13019,2022-05-09 20:04:29
13020,2022-05-08 17:05:09
13021,2022-05-13 02:17:55
13022,2022-05-12 01:56:47
13023,2022-05-11 13:18:35
13024,2022-05-08 18:24:56
13025,2022-05-10 08:48:39
13026,2022-05-11 10:02:11
13027,2022-05-10 01:32:59
13028,2022-05-10 12:50:50
13029,2022-05-13 08:26:52
13030,2022-05-10 06:13:42
13031,2022-05-10 02:39:34
13032,2022-05-12 19:14:35
13033,2022-05-10 03:14:29
13034,2022-05-09 11:44:20
13035,2022-05-09 03:49:38
13036,2022-05-11 12:02:06
13037,2022-05-11 15:03:25
13038,2022-05-09 22:06:52
13039,2022-05-09 08:42:58
13040,2022-05-12 00:49:14
13041,2022-05-09 09:31:59
13042,2022-05-09 14:51:06
13043,2022-05-09 17:21:12
13044,2022-05-12 13:17:43
13045,2022-05-10 23:01:39
13046,2022-05-10 06:40:22
13047,2022-05-12 21:50:35
13048,2022-05-10 00:00:12
13049,2022-05-10 15:19:52
13050,2022-05-11 03:10:14
13051,2022-05-13 06:01:10
13052,2022-05-09 19:27:20
13053,2022-05-08 16:15:18
13054,2022-05-12 20:27:51
13055,2022-05-10 23:36:28
13056,2022-05-10 09:45:49
13057,2022-05-13 04:13:25
13058,2022-05-10 20:00:13
13059,2022-05-12 09:26:38
13060,2022-05-11 22:01:18
13061,2022-05-12 07:02:39
13062,2022-05-09 07:30:35
13063,2022-05-11 06:42:41
13064,2022-05-09 01:44:24
13065,2022-05-10 04:54:23
13066,2022-05-12 05:07:52
13067,2022-05-12 03:08:01
13068,2022-05-10 00:27:09
13069,2022-05-12 03:08:48
13070,2022-05-09 01:28:20
13071,2022-05-11 15:44:27
13072,2022-05-12 09:42:27
13073,2022-05-11 14:33:45
13074,2022-05-10 04:35:19
13075,2022-05-10 13:18:16
13076,2022-05-11 14:07:04
13077,2022-05-09 13:52:55
13078,2022-05-11 07:49:00
13079,2022-05-11 16:38:16
13080,2022-05-08 17:13:08
13081,2022-05-12 10:05:11
13082,2022-05-12 00:12:57
13083,2022-05-10 22:55:41
13084,2022-05-09 09:58:46
13085,2022-05-10 00:16:44
13086,2022-05-13 03:49:02
13087,2022-05-09 05:27:38
13088,2022-05-10 22:04:54
13089,2022-05-10 15:08:09
13090,2022-05-11 04:25:01
13091,2022-05-09 14:33:40
13092,2022-05-08 13:53:00
13093,2022-05-09 10:26:00
13094,2022-05-12 21:20:43
13095,2022-05-11 14:45:19
13096,2022-05-10 02:53:30
13097,2022-05-12 12:59:43
13098,2022-05-12 22:19:41
13099,2022-05-11 10:10:11
13100,2022-05-10 18:33:15
13101,2022-05-12 08:09:46
13102,2022-05-10 18:55:22
13103,2022-05-08 23:32:16
13104,2022-05-11 15:20:06
13105,2022-05-12 08:40:30
13106,2022-05-11 15:57:41
13107,2022-05-10 08:57:07
13108,2022-05-12 17:04:04
13109,2022-05-08 13:38:13
13110,2022-05-08 21:50:00
13111,2022-05-08 15:39:35
13112,2022-05-11 14:11:56
13113,2022-05-09 05:10:01
13114,2022-05-10 09:48:31
13115,2022-05-08 18:42:18
13116,2022-05-12 23:52:18
13117,2022-05-10 02:39:17
13118,2022-05-13 04:22:00
13119,2022-05-11 19:40:01
13120,2022-05-13 06:44:12
13121,2022-05-10 09:56:33
13122,2022-05-09 08:52:08
13123,2022-05-09 23:54:08
13124,2022-05-10 16:10:12
13125,2022-05-13 08:32:52
13126,2022-05-12 00:22:55
13127,2022-05-10 08:44:21
13128,2022-05-09 23:34:13
13129,2022-05-09 00:24:07
13130,2022-05-08 13:19:03
13131,2022-05-09 14:45:58
13132,2022-05-09 16:05:27
13133,2022-05-10 18:46:58
13134,2022-05-12 00:45:35
13135,2022-05-12 05:40:42
13136,2022-05-11 12:13:34
13137,2022-05-11 13:58:47
13138,2022-05-11 08:55:54
13139,2022-05-12 06:06:50
13140,2022-05-08 20:25:31
13141,2022-05-10 17:19:35
13142,2022-05-09 19:43:27
13143,2022-05-11 17:51:08
13144,2022-05-10 11:59:10
13145,2022-05-09 20:09:04
13146,2022-05-10 09:51:57
13147,2022-05-08 17:53:02
13148,2022-05-12 11:30:51
13149,2022-05-12 08:25:22
13150,2022-05-09 00:09:16
13151,2022-05-09 16:49:15
13152,2022-05-11 22:37:52
13153,2022-05-08 16:41:57
13154,2022-05-11 13:48:27
13155,2022-05-11 15:24:08
13156,2022-05-08 21:49:21
13157,2022-05-08 20:40:36
13158,2022-05-11 08:53:20
13159,2022-05-10 22:22:03
13160,2022-05-11 13:52:34
13161,2022-05-12 02:26:31
13162,2022-05-10 02:56:46
13163,2022-05-12 18:09:23
13164,2022-05-11 06:04:54
13165,2022-05-11 19:02:51
13166,2022-05-13 04:48:12
13167,2022-05-12 11:16:24
13168,2022-05-10 20:42:19
13169,2022-05-08 15:43:29
13170,2022-05-11 14:20:03
13171,2022-05-08 15:50:33
13172,2022-05-12 09:48:29
13173,2022-05-12 08:27:00
13174,2022-05-10 09:08:11
13175,2022-05-10 13:08:03
13176,2022-05-09 19:46:40
13177,2022-05-13 02:55:09
13178,2022-05-09 23:44:16
13179,2022-05-12 20:04:50
13180,2022-05-12 02:12:19
13181,2022-05-10 01:32:00
13182,2022-05-09 00:38:08
13183,2022-05-09 02:14:27
13184,2022-05-13 04:21:23
13185,2022-05-10 19:12:48
13186,2022-05-12 22:55:17
13187,2022-05-13 06:44:22
13188,2022-05-10 23:12:09
13189,2022-05-09 14:46:33
13190,2022-05-12 22:09:20
13191,2022-05-13 07:58:52
13192,2022-05-09 19:24:11
13193,2022-05-09 21:06:08
13194,2022-05-08 22:10:03
13195,2022-05-11 04:44:11
13196,2022-05-09 09:00:35
13197,2022-05-10 22:36:58
13198,2022-05-13 04:58:42
13199,2022-05-09 00:24:46
13200,2022-05-10 02:37:53
13201,2022-05-09 01:56:50
13202,2022-05-10 19:41:37
13203,2022-05-09 02:15:00
13204,2022-05-09 04:14:09
13205,2022-05-09 13:21:43
13206,2022-05-09 22:28:06
13207,2022-05-10 23:57:21
13208,2022-05-09 16:55:20
13209,2022-05-10 17:54:47
13210,2022-05-12 03:48:36
13211,2022-05-10 18:13:09
13212,2022-05-11 16:34:49
13213,2022-05-11 01:29:33
13214,2022-05-13 01:36:28
13215,2022-05-08 15:54:48
13216,2022-05-11 23:02:52
13217,2022-05-09 03:31:28
13218,2022-05-11 03:15:10
13219,2022-05-08 20:25:54
13220,2022-05-11 14:47:47
13221,2022-05-10 22:45:57
13222,2022-05-11 08:18:22
13223,2022-05-12 01:54:47
13224,2022-05-10 07:06:09
13225,2022-05-11 09:14:39
13226,2022-05-13 01:57:29
13227,2022-05-12 03:57:33
13228,2022-05-11 15:19:02
13229,2022-05-13 07:38:15
13230,2022-05-10 19:52:38
13231,2022-05-11 10:12:28
13232,2022-05-12 06:49:30
13233,2022-05-09 11:49:14
13234,2022-05-09 20:22:40
13235,2022-05-10 22:11:58
13236,2022-05-10 14:25:34
13237,2022-05-10 10:40:30
13238,2022-05-10 12:36:57
13239,2022-05-08 18:29:58
13240,2022-05-11 14:51:47
13241,2022-05-08 13:29:31
13242,2022-05-10 07:47:23
13243,2022-05-09 11:04:12
13244,2022-05-11 13:02:05
13245,2022-05-10 17:43:32
13246,2022-05-10 02:12:29
13247,2022-05-13 01:32:36
13248,2022-05-11 08:23:33
13249,2022-05-11 08:53:01
13250,2022-05-09 05:20:58
13251,2022-05-10 05:00:18
13252,2022-05-12 04:36:32
13253,2022-05-11 16:45:19
13254,2022-05-12 04:36:16
13255,2022-05-08 19:30:36
13256,2022-05-08 18:15:08
13257,2022-05-10 21:41:13
13258,2022-05-08 20:37:42
13259,2022-05-11 19:37:05
13260,2022-05-08 23:52:48
13261,2022-05-10 08:17:14
13262,2022-05-09 02:52:20
13263,2022-05-09 20:23:07
13264,2022-05-09 13:12:40
13265,2022-05-11 17:44:39
13266,2022-05-12 07:02:57
13267,2022-05-12 05:27:42
13268,2022-05-11 17:13:03
13269,2022-05-13 00:04:18
13270,2022-05-10 22:19:04
13271,2022-05-09 09:21:43
13272,2022-05-09 22:35:28
13273,2022-05-10 23:02:25
13274,2022-05-09 08:20:05
13275,2022-05-11 02:51:09
13276,2022-05-11 22:10:58
13277,2022-05-12 19:20:02
13278,2022-05-11 17:11:58
13279,2022-05-11 22:22:54
13280,2022-05-11 10:05:50
13281,2022-05-09 00:12:01
13282,2022-05-08 12:01:28
13283,2022-05-13 07:41:35
13284,2022-05-08 18:53:28
13285,2022-05-10 15:39:50
13286,2022-05-10 00:45:02
13287,2022-05-11 16:00:03
13288,2022-05-08 20:07:48
13289,2022-05-09 07:26:55
13290,2022-05-12 00:08:01
13291,2022-05-10 04:41:52
13292,2022-05-10 13:54:14
13293,2022-05-13 00:04:55
13294,2022-05-11 12:49:20
13295,2022-05-09 07:20:28
13296,2022-05-10 11:25:02
13297,2022-05-08 20:18:36
13298,2022-05-13 00:07:31
13299,2022-05-10 11:41:07
13300,2022-05-10 18:02:46
13301,2022-05-08 19:40:22
13302,2022-05-08 18:14:51
13303,2022-05-09 03:28:43
13304,2022-05-12 00:40:33
13305,2022-05-08 14:01:24
13306,2022-05-08 16:31:38
13307,2022-05-09 03:17:09
13308,2022-05-12 02:57:26
13309,2022-05-11 09:27:20
13310,2022-05-08 13:16:03
13311,2022-05-13 08:52:06
13312,2022-05-12 08:51:11
13313,2022-05-12 08:21:03
13314,2022-05-12 10:39:46
13315,2022-05-08 19:41:44
13316,2022-05-12 12:03:32
13317,2022-05-13 03:51:37
13318,2022-05-10 11:22:53
13319,2022-05-09 03:27:52
13320,2022-05-13 08:33:30
13321,2022-05-10 07:32:15
13322,2022-05-10 09:27:12
13323,2022-05-12 12:51:09
13324,2022-05-10 04:12:04
13325,2022-05-08 23:41:50
13326,2022-05-12 16:54:14
13327,2022-05-11 15:39:24
13328,2022-05-13 02:15:27
13329,2022-05-09 06:59:25
13330,2022-05-11 18:41:33
13331,2022-05-12 23:39:43
13332,2022-05-09 08:41:57
13333,2022-05-08 18:33:09
13334,2022-05-11 16:34:10
13335,2022-05-12 11:27:18
13336,2022-05-12 09:49:50
13337,2022-05-08 12:05:47
13338,2022-05-09 14:11:47
13339,2022-05-09 00:23:10
13340,2022-05-08 14:25:52
13341,2022-05-09 02:18:12
13342,2022-05-10 22:50:48
13343,2022-05-08 12:14:41
13344,2022-05-10 06:41:44
13345,2022-05-09 11:40:14
13346,2022-05-13 00:39:36
13347,2022-05-11 12:18:54
13348,2022-05-12 02:47:08
13349,2022-05-13 08:39:00
13350,2022-05-09 10:44:14
13351,2022-05-12 10:12:00
13352,2022-05-12 20:10:59
13353,2022-05-09 04:23:31
13354,2022-05-11 14:26:42
13355,2022-05-09 09:39:14
13356,2022-05-10 11:33:07
13357,2022-05-08 17:48:32
13358,2022-05-09 18:44:26
13359,2022-05-11 08:27:39
13360,2022-05-11 01:13:12
13361,2022-05-08 21:48:41
13362,2022-05-10 14:39:54
13363,2022-05-10 11:33:40
13364,2022-05-09 17:08:17
13365,2022-05-08 16:08:45
13366,2022-05-08 18:04:55
13367,2022-05-08 19:08:59
13368,2022-05-12 02:14:21
13369,2022-05-12 19:35:48
13370,2022-05-08 21:20:33
13371,2022-05-10 17:43:03
13372,2022-05-12 23:55:04
13373,2022-05-12 09:37:09
13374,2022-05-13 00:53:17
13375,2022-05-08 20:14:09
13376,2022-05-12 23:23:23
13377,2022-05-11 01:06:36
13378,2022-05-11 02:38:55
13379,2022-05-08 15:03:09
13380,2022-05-13 07:10:43
13381,2022-05-13 01:24:57
13382,2022-05-13 00:44:05
13383,2022-05-11 23:07:56
13384,2022-05-12 09:36:32
13385,2022-05-10 00:59:46
13386,2022-05-10 10:08:01
13387,2022-05-12 19:55:07
13388,2022-05-09 17:49:51
13389,2022-05-09 03:45:51
13390,2022-05-12 21:48:05
13391,2022-05-09 02:01:29
13392,2022-05-11 14:18:29
13393,2022-05-11 06:50:23
13394,2022-05-10 13:16:13
13395,2022-05-10 01:54:54
13396,2022-05-11 02:47:32
13397,2022-05-10 06:09:36
13398,2022-05-11 20:37:56
13399,2022-05-12 17:49:44
13400,2022-05-12 15:54:25
13401,2022-05-10 14:38:59
13402,2022-05-11 18:19:13
13403,2022-05-09 18:51:21
13404,2022-05-11 08:05:28
13405,2022-05-12 13:51:59
13406,2022-05-10 10:58:53
13407,2022-05-11 11:19:05
13408,2022-05-09 22:38:25
13409,2022-05-09 06:16:44
13410,2022-05-13 04:02:54
13411,2022-05-10 10:09:47
13412,2022-05-12 14:01:35
13413,2022-05-10 14:55:39
13414,2022-05-12 19:36:31
13415,2022-05-11 12:44:21
13416,2022-05-09 09:26:18
13417,2022-05-09 05:07:33
13418,2022-05-12 22:31:27
13419,2022-05-12 14:46:51
13420,2022-05-11 05:59:19
13421,2022-05-12 10:18:09
13422,2022-05-10 23:18:32
13423,2022-05-09 11:43:19
13424,2022-05-10 05:17:21
13425,2022-05-10 22:59:19
13426,2022-05-12 18:28:16
13427,2022-05-11 16:20:19
13428,2022-05-09 16:01:05
13429,2022-05-13 05:59:45
13430,2022-05-12 20:36:19
13431,2022-05-10 00:31:06
13432,2022-05-13 03:52:53
13433,2022-05-13 03:29:27
13434,2022-05-09 21:33:53
13435,2022-05-09 19:05:52
13436,2022-05-10 08:08:03
13437,2022-05-09 01:22:34
13438,2022-05-12 12:46:00
13439,2022-05-11 22:14:24
13440,2022-05-12 11:25:33
13441,2022-05-11 21:33:44
13442,2022-05-11 05:52:28
13443,2022-05-11 19:32:29
13444,2022-05-11 17:11:14
13445,2022-05-08 17:20:51
13446,2022-05-09 08:24:15
13447,2022-05-11 09:44:35
13448,2022-05-10 03:21:06
13449,2022-05-08 22:00:25
13450,2022-05-12 03:14:30
13451,2022-05-10 22:04:19
13452,2022-05-10 01:37:58
13453,2022-05-10 02:32:44
13454,2022-05-08 20:52:33
13455,2022-05-09 23:36:40
13456,2022-05-11 00:23:23
13457,2022-05-09 05:24:26
13458,2022-05-13 01:31:37
13459,2022-05-10 19:40:59
13460,2022-05-11 18:56:16
13461,2022-05-10 05:31:38
13462,2022-05-12 13:53:56
13463,2022-05-10 11:22:52
13464,2022-05-11 06:21:23
13465,2022-05-11 02:59:33
13466,2022-05-12 11:02:25
13467,2022-05-10 06:55:06
13468,2022-05-12 00:21:03
13469,2022-05-12 16:26:32
13470,2022-05-12 08:41:16
13471,2022-05-09 09:24:20
13472,2022-05-10 05:40:13
13473,2022-05-10 14:58:26
13474,2022-05-09 10:36:13
13475,2022-05-08 19:11:16
13476,2022-05-10 21:31:16
13477,2022-05-11 08:02:27
13478,2022-05-09 14:17:48
13479,2022-05-12 07:54:04
13480,2022-05-08 23:21:52
13481,2022-05-10 20:37:01
13482,2022-05-09 00:09:14
13483,2022-05-11 14:00:00
13484,2022-05-13 05:40:31
13485,2022-05-12 17:02:38
13486,2022-05-11 19:34:59
13487,2022-05-12 00:21:12
13488,2022-05-09 08:12:25
13489,2022-05-11 07:54:11
13490,2022-05-09 23:54:51
13491,2022-05-12 15:27:00
13492,2022-05-08 22:16:18
13493,2022-05-10 18:28:10
13494,2022-05-12 03:30:04
13495,2022-05-08 20:49:34
13496,2022-05-09 06:51:37
13497,2022-05-13 00:50:49
13498,2022-05-08 12:02:22
13499,2022-05-12 09:39:04
13500,2022-05-13 08:40:40
13501,2022-05-10 20:03:47
13502,2022-05-13 00:57:14
13503,2022-05-11 19:49:45
13504,2022-05-11 07:57:58
13505,2022-05-12 16:54:43
13506,2022-05-13 05:06:51
13507,2022-05-09 06:59:54
13508,2022-05-10 00:12:33
13509,2022-05-11 22:32:20
13510,2022-05-11 13:43:49
13511,2022-05-09 14:24:42
13512,2022-05-08 22:29:31
13513,2022-05-13 04:45:07
13514,2022-05-11 07:10:31
13515,2022-05-10 03:11:50
13516,2022-05-11 11:04:28
13517,2022-05-09 04:47:26
13518,2022-05-09 00:15:05
13519,2022-05-11 20:08:44
13520,2022-05-11 19:37:21
13521,2022-05-12 12:24:31
13522,2022-05-09 08:56:59
13523,2022-05-13 08:02:16
13524,2022-05-09 18:06:14
13525,2022-05-10 18:30:41
13526,2022-05-11 16:42:05
13527,2022-05-11 02:48:00
13528,2022-05-12 05:01:48
13529,2022-05-13 04:02:27
13530,2022-05-13 08:27:40
13531,2022-05-10 21:12:24
13532,2022-05-10 11:00:16
13533,2022-05-09 13:32:17
13534,2022-05-09 22:00:38
13535,2022-05-09 11:29:53
13536,2022-05-10 10:45:21
13537,2022-05-12 03:48:44
13538,2022-05-12 15:47:16
13539,2022-05-09 04:24:17
13540,2022-05-12 09:03:01
13541,2022-05-11 00:26:29
13542,2022-05-12 04:37:28
13543,2022-05-12 17:35:56
13544,2022-05-12 20:47:13
13545,2022-05-11 01:59:01
