Project ID	Project Name 	Country Code	Borrower	Guarantor
P008962	FIN. SECTOR ADJ. LOAN	TR	Ministry of Treasury and Finance	Turkey
P008962	FIN. SECTOR ADJ. LOAN	TR	Ministry of Treasury and Finance	Turkey
P008962	FIN. SECTOR ADJ. LOAN	TR	Ministry of Treasury and Finance	Turkey
P007576	MEXICO CITY URBAN EN	MX	SECRETARIA DE HACIENDA Y CREDITO PUBLICO	Mexico
P007576	MEXICO CITY URBAN EN	MX	SECRETARIA DE HACIENDA Y CREDITO PUBLICO	Mexico
P007576	MEXICO CITY URBAN EN	MX	SECRETARIA DE HACIENDA Y CREDITO PUBLICO	Mexico
P007576	MEXICO CITY URBAN EN	MX	SECRETARIA DE HACIENDA Y CREDITO PUBLICO	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	SECRETARIA DE HACIENDA Y CREDITO PUBLICO	Mexico
P007576	MEXICO CITY URBAN EN	MX	SECRETARIA DE HACIENDA Y CREDITO PUBLICO	Mexico
P007576	MEXICO CITY URBAN EN	MX	SECRETARIA DE HACIENDA Y CREDITO PUBLICO	Mexico
P007576	MEXICO CITY URBAN EN	MX	SECRETARIA DE HACIENDA Y CREDITO PUBLICO	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576		MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P007576	MEXICO CITY URBAN EN	MX	Secretaria de Hacienda Y Credito Publico	Mexico
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	Ministry of Treasury and Finance	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	Ministry of Treasury and Finance	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
P008968	ENERGY SEC.ADJ. LOAN	TR	UNDERSECRETARIAT OF TREASURY	Turkey
